code,barcode,price,name,img,qty,cat
240999,5010218005174,199,Holts Professional Concentrated Screen Wash 1L,/1/7bbec786-50b1-4ccf-b6f6-3ec0482fb772.jpg,0,9
241023,5010218202887,423,Holts Professional De-Icer 600ml,/1/a0c7858a-a9da-4bd3-bd7f-3906dba15943.jpg,0,9
241028,5010218003156,1023,Redex AdBlue 4L,/1/de984ba3-eafb-4bf6-a745-834886b89945.jpg,0,9
1012549,5019890062505,2048,"18"" Black Iron Paella Pan",/71278/949c23ce-03bb-41e4-a8bd-9838dcaa72b5.jpg,0,16
1012839,5055198024722,6673,"3 Tier Stainless Steel  Trolley, round Tube",/71278/7fc14a1c-321f-439e-b17b-25019a0ff072.jpg,0,16
1012857,5055198031645,8864,"40 cm Professional Frying Pan, Non Stick, Induction Base",/71278/dbeffa3a-738c-4fd8-a081-c18fb0c34a12.jpg,0,16
1014246,5019890061102,2423,"8"" Black Iron Frying Pan 200 X 1501 X 42MM",/71278/ac74669c-5dbe-481d-a76a-0dcc855d02a3.jpg,0,16
223106,5055198031935,7423,Aluminium Stock Pot & Lid 30cm,/1/6d09677f-7b3d-40a8-a178-22b486896379.jpg,0,16
263286,5011295162163,423,Chef's Larder 18cm Funnel,/1/d22ec143-79d9-40cc-a273-654379032313.jpg,0,16
261518,5011295100066,1023,Chef's Larder Cereal Dispenser 500g,/1/5c614246-0242-45a8-af3d-2b691dec8b28.jpg,0,16
263274,5011295100141,423,Chef's Larder Food Storer 1 litre,/1/149a5a82-3dd1-440b-8f07-ab8e54192b1e.jpg,0,16
263272,5011295100264,523,Chef's Larder Food Storer 1.5 litres,/1/54e780e0-135d-4533-9859-3bd377ce8ba1.jpg,0,16
261544,5011295100189,623,Chef's Larder Food Storer 2.25 litres,/1/7ecf5ec6-46a8-4980-9df3-d5a619633f66.jpg,0,16
261547,5011295100226,823,Chef's Larder Food Storer 3.8 litres,/1/1a9bbe36-fa64-4517-8a36-e95dc81cb5fd.jpg,0,16
261553,5011295099902,823,Chef's Larder Food Storer 6.5 Litres,/1/f630b49c-19f9-4897-9587-84289d86de75.jpg,0,16
261549,5011295099742,1623,Chef's Larder Food Storer 7.5 litres,/1/43edfc1c-d145-4bcf-a1b3-18eef3668f9b.jpg,0,16
